text,generated
i believe policy number one is the best policy because lunchtime is their free time to do whatever you dont see adults bosses telling them they cant use a cell phone on their break or telling them they cant do study its their free time they can do whatever they want within the law so why cant students do whatever they want within the law during their free time i believe having phones in a classroom would not be constructive but at lunch and their free time they dont have to be doing anything constructive hence why its called free time their also must be consequences set up just in case a student is using hisher phone in class like maybe step one verbal warning step two take phone away just that period step three have them pick it up at the end oz the day step four give the phone to the principal and make the students parent s come in and pick it up with the consequence,0
could this be a total fail should we be able tv let schools use this device could the machine be a waist vf time should the info provided by the machine lead tv setting bigger than just emotions this dive could either help people vr destroy people in its own way vr it could also be a complete failthe use vf this device in class rooms would be great in a waysv the teachers could see whats going vn with vne vf their students on a total other note nvt every vne can express there feelings through facial expressions even some people tend tv portray others emotional states with leads tv imitation sv personally i would nvt want tv have this at my school for there will be a complete disaster people can always fakein the text the writer was talking about empathy the feeling vf someone else emotional state may happen because we unconsciously imitate other persons facial explainsfound in paragraph 9 anvther example from the text would be we dent neccacerly need a machine tv predict others emotions in the text it stated that tv an expert faces dent lie that muscles are a clue alsv that a false smile can be predicted by the facial muscles in the text it stated that the mouth is stretched sideways using dogmatic major and a different muscle the risvuriusin conclusion the machine would nvt be valuable in a class mvvm there are many other things tv focus vnin class that using the machine would be a complete waist vf time a way students could be checked vn instead is by communicating with them vr directing them in the correct direction,0
dear principali think are school policy on cell zones should be policy one i think it is alright for students to have there cell zones in class as long as there turned off or on silent for example what if there is an emergency and one of your family members is trying to reach you i would never forgive myself if i could have stopped something but then i did not also it does not bother anyone if youre using them in lunch or free periods where no one is working it is your free time to do what you want and if you want to use it to kept people or play around with your phone you should be able to also if you forgot something at home or something got rescheduled or you just found out about something you should tell who ever was going to pick you uz to not come or if they were not picking you uz then tell them to comeanother good reason for this policy is that maybe not as many people will not follow the rule of no zones in class because they know they can do it without getting in trouble once they leave the class for example the teachers will not have to stop class as much and you will not have as many students in the office that is a win win for everyone the day will be so much more related and the students will not complain every day about not being able to use their cell zones also the students may do more of there homework because instead of trying to remember it they can write it down in their phone for example if they still do not do it they can not say they forgot because they were allowed to use their cell zones to write down the assignment this would have fewer students miss assignments and have fewer students not do their work this would make the students better academically too which would reflect better on you because then there is a good chance that they will score higher on tests that reflect the school again this is a win win for everyoneanother good reason is lets say your person who drives you to and from school is running late or if there is an emergency they can kept you saying they will not be able to pick you uz so instead of you not seeing them and walking you can try to make other plans and arrangements also lets say there is a fight or something skilled in a hallway you can kept your friend to tell them to go the other way so there not late and so they do not get involved in itthat is my argument of why i would select policy one over policy twosincerelystudentname,0
consider this instead of driving to work everyday why ride a bike or walk there  by not driving in a car youre reducing editions that go into the air  but what if the distance is too far or you have no sense of direction  thats okay because what do you have on you twentyfourseven  you can always use your iphone for directions  without the use of cars it can benefit the community and ourselves in multiple waysyes cars and other sources of transportation are great but is doing you and earth better  admit it no driving cars increases the smog in your area especially if you live in beijing chinalimiting the use of cars can reduce the smog air pollution congestion was down 60 percent in the capital of france  the smog rivaled beijing china which is known as one of the most polluted cities in the world duffer paris bans driving due to smog  if more people were to participate who knows how much smogcongestion percentage would go down   colombia  millions of the citizens hiked biked skated or took buses to work during a carfree day  leaving the streets of the capital city eerily devoid of traffic jams silky carfree day is spinning into a big hit in bogotáthe decrease in vehicles being bought would result in beneficial implications for carbon emissions and the environment according to american sociologiststhough fewer cars on the road would hurt the car companies like ford and mercedes mobility companies range their products beyond the personal vehicle  new yorks new bike sharing program and its new skyrocketing bridge and tunnel tolls reflect those new priorities rosenthal the end of car culturealso the use the internet makes people feel better connected than those who drive to see each other it allows people to communicate by not driving all those extra miles  other than that nowadays people carpool or cell phones to get around  so to most its no big deal these days,0
if doing online courses or classes at home help students a lot more with their everyday life is it really helpful to attend those things today i will discuss my argument on why online courses would definitely benefit students in their liveswaking up every weekday morning to go to class can be a hassle for some or even most students but having to do online courses can stop you from waking up every morning to get to class before 720 am the reason why i agree with this idea is that it benefits students who have to work at home or do other things in their life that can help them prepare for college courses or even multitasking alone if you have to go to work at the morning while having a paper or even a project due the same way you dont have to go to class in the morning youll miss your work and have to schedule for another time to clock in and it will be a whole mess for you if you dont have a online course if youre a high school student and you dont have a job or anything else important for you to do all the time youll still benefit from having 8 hour classes then online coursesnow safety is the most important thing when it comes to your everyday life as an individual so students going to school every morning on a weekday going from class to class until their 8 hours are up can very much raise their concerns about their safety and how they can prevent themselves from getting hurt students come to school making sure the school protects them while they are in their classes building up and getting their careers ready when they step foot out the school if their can be one way to prevent those concerns it has to be online courses you dont want to have a call one day talking about your child being hurt while youre away at work you wouldnt want to take your child back to school after what happened cause the school didnt do their job of protecting your kid while you were away thats why doing online courses will be a lot more safer and helpful for you as a parent doing an online course can reduce how much you have to pay when it comes to going to schoolthe most important to me when it comes to an online course is that it can help me or even other students to be on their own and have more of a responsibility at home or wherever we are now i understand that you dont have to do online courses cause it doesnt help you focus or even give you as much of a responsibility when it comes to school things but even some of the things we do in school can be really dumb and not give us as much of a purpose as to why we are doing what were are doing if i was to get into a fight with someone i would have to get detention or iss or even be suspended or expelled as to online that wont be a problem cause im not going to be around no one or even be mad at someone because of something so dumb that shouldnt be the reason to why i came to school or even force myself into having a career or even an education school is a way to understanding in the real world as much as math or other things wont benefit me as much when i go out there and do what ive always wanted to do it will still be important to me in my lifeattending classes from home can benefit me and others in many different ways but having to do so there should be a responsibility to take while having to do online courses now in the future there should be a online course for all schools so there can be less of a safety hazard to students and less of a hassle when attending a public or private school,0
it is varied dangerous to explore it because of the ext ream heat anl the high pressure but i think it would be worth it i think it is a very interesting plant because i would like to know if there is any other life than what is on earth i long think that earth is the only inhabited planetin the challenge of exploring venus the author says there are valleys mountains anl craters i think it would be nice if they could think of a way to explore venus but i long know if that will happen because we might not be advance enough if we were able to get on the planet without liang we might fine out that there was life on it or there might still be life on there that hal to adapt to the endearmentthere area lot more planets out in the universe we shout see how far we can get we might fine other planets with life on them i long think we should just focus on this one planet all they are going is waiting resources on one planet that they could be using on other panels,0
with so much new technology being discovered in our world people are always inventing new things weather something is invented to positively contribute while driving help out at the work place or at school they all have a purpose and a job one new exciting invention is the facial action coding system a system that allows computers to identify human emotions heres why this system can contribute to the success of students in schoolcertain classes for students can be extremely confusing many students usually have at least one class they have a hard time grasping many aids asz questions and still dont understand a certain concept however some aids become frustrated after asking questions after still not understanding some aids will just lie and say they understand thats where the facial action coding system comes into play if there was a system in the class that could read confusion then a teacher could stick with that student on trying to teach them that concept or lesson that they still dont understand this would also help all the aids who are maybe afraid to asz questions understand what the teacher is trying to explainin conclusion i thing this is a great invention this system should be in all classrooms to help to struggle and shy students learn what they need to now i thing if these systems were in classes students exam scores would actually increase i say this because now all the students are getting their opportunity to learn even if they dont usually speak up to asz a question,0
i believe you should participate in the seagoing cowboys program this can be a great opportunity for you you can visit places and experience new adventures you havent experienced beforeif you life helping others this program is great for you you are going to be helping tale care of the animals that are going to be shipped overseas you also have a chance of seeing some views of other countries you might not have seen beforeyou will be busy taking care of the animals furthermore you would have to water and feed the animals two or three time a day also the bales of hay and bags of oats had to be pulled up from the lower holds of the ship the stalls also have to be cleanedonce the animals are unloaded you can have more fun hang out with friend you made during the program youll have a lot of time on board since are going to be unloaded the trip is long the program could be life a real to relax a bit playing games in the empty holds on the way back home can help time pass bythis program is an opportunity you could learn something during this program you are helping countries that were left in ruins this program is about helping the countries that were destructed during world war iisigning up with a friend of mine is opportunity we had im grateful we got to experience this opportunity i am now more aware of the people needs that other countries have this program is an opportunity and you should consider participating in the seagoing cowboys program,0
dear teachernamei strongly believe that we should be able to have our phones at school because you never no theyre all kind of things that could happen and your mother may need to get in touch with you i mean come on if were not using the phones during class then whats the big hustle about lunch and other free times are great times to use our phones i if we are not taking advantage of the situation by using the phone in class i say what the heck is it going to hurtadditionally i feel that if we are making good grades and the phone is not interfering with any of our school work or our academic processes why shouldnt we be able to have our phone now i probably no that theyre at least 45 complaints to you every year about wanting to keep cellular phones in the building and i also am sure that you have heard almost every reason why you should keep cellular phones in the buildingfurthermore i am confident almost a hundred percent sure that you probably havent heard if in this perspective say for instance you live with you grandparents and one of them has had a heart attack and youre the only so one who knows their information and your aunt or someone needs the information for the hospital questions how are they going to get in touch with you most likely they dont know the school number only number they can think of is yours cellular how can you not feel that there is a need for cell phones after this letter,0
the idea of creating a new menu for the cafeteria affects people who are trying to have a healthier diet and kids who need to be clean of bad supplements for the sports season otherwise students that come to our school since freshman year love the tradional food of the cafeteriait is a good idea to include the new recipe of food in the cafteria menu because it will have more types of vitamins proteins and all type of good suppliments that a young healthi body needs also teachers agree that would be a good upgrade for the students to have a extra meal that is healthier and it is in a good quantity if the changing in our menu happens the students that do sports will have a second meal to support all the exercise that is needed for the soccer teams football etcin some others opinion the new menu in the cafeteria will affect the businness in our school beacuse the students that are in the school for a longer time will not like to change their favorite types of foodsome students might not agree with the changing of the recipe in the cafeteria but for those reasons the principal and teachers agree that the new menu would be a healthier and more elaborated meal for everyone in our school,0
are driverless cars coming im against driverless cars because of saftey cost and lawto begin im against the driverless car because of the saftey issues in the article it says that if the technology fails and someone is injured who is at faultthe driver or the manufacture also in the article it points out driverless cars have light signals to indicate traffic jams and other saftey issueswhat if a person is on a phone or is not paying attention and a car comes out in front of them and the signals dont show in time and someone is hurtanother saftey problem is the antilock breaks as you can see their are many things that can go wrong with this car showing that its not yet saftey to be on the roadsecondly the driverless car is a long way from being perfect because of the cost the cars need smart roads to function so the cost will fly up because of the updates to support the car an supporting detail from the article is these smart roads systems worked surprisingly well but they required massive upgrades to existing roads something that was simply too expensive to be practical people that is less fortunate that wants to by the eco saving car would have to pay a enormous amount of money to get this brain car another detail from the passage is without the option of smarter roads manufactures turned to smarter cars if the manufactures didnt upgrade the roads they had to upgrade the car but its still a major amount of money going in these cars so this means what they paid to upgrade the car is going to double when someone wnats to buy it the expens of this so called smart car is not worth buyingnext laws are prohibiting the use of smartcars in some staes some laws for the smart car staes that a human driver in control at all time this law shows that even if the driverless car is developed complety it must have someone controling it not it controling the driver this shows that some states believe this law is good because they think a human driver is more safe then being driven around by a robot car a supporting detail is  states will follw as soon as the cars are proven reliably safe this quote shows that the states that have these laws dont trust the driverless car ideal yet as you can see some laws will never trust the smart car because of the problems and safetey issues it might causelaslty i was against the driverless car because of safety cost and laws why would someone get a car coslty car that thats not yet proven to be ready to hurt themsleves or are people today just getting lazy        ,0
in many ways driving ps a great resource  but with this great resource comes flaws  when cars burn gas made of fossil fuels pt causes many environmental disadvantages  limiting the usage of cars could be good for the people who love on this planet everyone pn many waysto start one reason why limiting the usage of cars would be an advantage for our society ps the reduction of smog  smog ps caused by the smoke and fog of car exhaust and pt ps very harming to the environment as well as to humans  in parts pn 2014 driving was banned because of smog  after days of near record pollution parts enforced a partial driving ban to clear the apr of the global city  on monday motorist with even numbered license plates were ordered to leave their cars at home or suffer a 22euro 31 dollar fine  the same would apply to odd numbered plated the following day  source 2 parts bans driving due to smog this quote from the source shows that because parts ps such a huge and global city the amount of cars needed to have the city function pn the way society has been making pt function for the past years has created serious pollution  this crazy amount of pollution created smog pn parts  in fact according to the article the smog rivaled beijing china which ps known as one of the most polluted cities pn the world  source 2 parts bans driving due to smog this type of pollution ps know for causing certain kinds of cancer pn people and ps what ps thought to be the reason for the ozone hole above antarctica  not to mention pt makes the day gloomy and not as bright because of the trapped smoke and pollution  in vauban germany the streets are completely carefree source 1 in german suburb life goes on without carsa resident from this suburb said when i had a car i was always tense  im much happier this way  hepburn walter says this as an example of how pt ps less stressful to walk places and hear the sounds of nature rather than feel the responabplpty and worry that comes with driving her children place to placeanother reason why pt ps more advantageous to lmpt the usage of cars ps that pt makes people be forced to start working on healthy habits walking riding bikes as well as keeps pollution levels down with car pooling and other different means of travel  bogotá colombia in a program thats set to spears to other countries millions of colombians hiked baked skated or took busses to work during a car free day yesterday leaving the streets of this capital city eerily devoid of traffic jams source 3 carefree day ps spanning into a bpg hit pn bogotá this car free day program pn bogotá ps a good example of how people choose healthier ways to get around the city  skating hiking and baking are all great ways to get around the city to work because they cause the person commuting by these methods to exercise  also pf some people so choose to take the bus they are still helping to make the city and world more healthy by reducing the amount of pollution  there are also trends within the youth of the united states that shows a decrease pn wanting to drive  demographic shifts pn the driving population suggest that the trend may accelerate  there has been a large drop pn the percentage of 1639 yearolds getting a license source 4 the end of car culture this shows a distinct drop pn the number of new aged drivers getting their license  most teenagers these days dontr see the bpg deal pn driving as was seen when pt was a new phenomenon  he mr speak and i have similar observations about our children  mine 19 and 21 have not bothered to get a drivers license even though they both love pn places where one could come pn handy  this was stated by elisabeth rosenthal source 4 the end of car culture rosenthal psnt the only parent to see a decline pn the interest to drive from their kids  many people have arguments with their children every day trying to get them to drive but there ps far less of a interest from teenagers anymore  most young people see a car as just a means of getting from a to b when bart doesnt work source 4 the end of car culture with this disinterest there could be a large decrease pn the pollution given off by cars and cause a much healthier future for earth and the people who inhabit ptin conclusion by limiting the usage of cars we would be given several advantages  of these advantages are a healthier life style and the reduction of pollution and smog  both of these would lead to a happier and healthier earth for humans and the future of human kind to exist and love on  ,0
in this new ace people are starring ro realize rear dating car is awful for the environment they realize rear their is a bearer way ro cer ro point a ro point b alternative transportation for example in vauban germany residents of this city has made this city into a car free city they use bicycles or they walk ro their destination this has reduced the air pollution of their area immensely this has been a crowing trend in europe and ir has been herring heard about around the world they call ir smart planningin paris france the population has reached record which solution for the amount of writing paris enforced a partial writing ban ro dry ro clear the emissions and pollution of paris on monday people with even numbered license places were ordered ro late their cars ar home or pay a 31 dollar fine the same would apply the near day ro the odd license places this was very effective because about 60 percent of traffic was reduced in paris andrew a week or so the smog was reducing and the city of paris was becoming cleaneranother example is in cocoa colombia they hate a carr free day every year when everybody in the capitol city would nor be allowed rod rite a since car except for city buses and axis every body was crowding the streets with bicycles or walking row here they had ro co everybody seemed happy and relaxed other neighboring major cities in colombia had starred ro do ir ro and ir is sparking a resolution across the whole continent ro make a free car day many recreation centers and shopping centers hate risen and flourished new sidewalks and roads hate been replaced with new even surfaces and ir just keeps crowing every yearas a result their are many ways ro chance this unsafe environment of car pollution and reducing car emissions will be a huge difference in our environment bur everything shares our with ourselves ro make a chance in the world and if we can work together ro make this chance the world will become a bearer and safer place for us  ,0
dear senateit is only fair to the people of america to change to election by popular vote for the president of the united states the process of the electoral vote seems to leave out votes and make them seem less important and that right there is discriminating the peoples right millions of people in each state vote for a president but then out of all those votes only 34 electoral votes would consist and thats if your electors win the statewide election if not then your candidate already loses votes from your whole statealthough they are some reasons for retaining the electoral college a candidate would need transvaginal appeal not just the appeal of one region or found in in the defense of the electoral collegefive reasons to keep our despised method of choosing the president poster states the electoral college restores some weight of the political balance that large states lose by virtue of the apportionment of the senate decreed in the constitution last pressure from runoff elections when a candidate doesnt win majority vote is subsided by the electoral collegehowever the college electoral process has more cons than pros  iith the electoral college system voters vote for the slate of electors not president millions of votes cast in each state are practically forgotten about after one of the electors win the statewide election how is it that millions of votes only count as 34 electoral votes peoples opinions do matter and each one of them need to be heard the winnertakeall system is just not fair to voters and needs to changefurthermore the elector college system is shady and sketchy according to a gallop poll in 20didate can partys00 taken shorty after al gore thanks to quirks of the electoral college won the popular vote but lost presidency stated in also faithful electors have occasionally refused to vote for theirin the end our rights are being disrespected by this electoral college system each voter has their own opinion that should be heard and counted in a nationwide popular vote also the electors cant fully be trusted incidents have happened that show unfaithfulness to the system and rules,0
the face fn mars was actually landform fn mars and nft a face if you still dfnt believe me ill tell you some facts in 1976 viking 1 was snapping pictures sf that viking 2 could land while doing that it snapped a picture ff a landform that linked like a face many people thought that it was a face but it wasnt in 1998 they ffk another picture but this time it didnt ffk like a face it linked more like a landform fn the ground many people thought that the landform was created by aliens many others thought that it was made just like land forms fn earthpeople still thought the they were made by aliens many other people disagreed fn it until 2001 when they ffk the final picture and they saw that it was actually a landform gavin said that it reminded he ff snake river ff idahosf after that happened any people saw the truth about the face fn mars and completely forget about it some people still believe and talk about it but maybe these people are just the scientists trying tf find fut if there is more land forms that ffk just like the fran 1976 many people say that they might find another fne and start the argument that its an alien artifact for that its just a land mass this time many other people study about these things and think they find fut the truth about hey this landforms ffk like faces even though some people think there is life fn mars some might be true and some ff it might be fake some people think there are aliens but maybe in another galaxymany people might still think that mars landform was a sign form aliens and saying that they exist personally i dfnt think there are aliens in mars for any other planet in fur solar system that was just my idea about it i dfnt think my statement could be true maybe smart kid like a nerd would say scientists who are studying this kind ff martian studies could get results ff a real life alien that could be roaming around earth thats what i would think a nerd would say for maybe he might just say it even smarter than i said it but that is my opinion i would like tf hear about more peoples opinions fn the face fn mars even though many other people will just argue over that it was a face but maybe the aliens destroyed it for just abducted it like they df in bring fake movies ff aliens but thats my opinion nft you if you dfnt agree with me its fine with me,0
smaze senatori personally believe zaz not only our smaze but our nation would be buzzer off using the electoral college voting in my opinion elections based on popular votes would bring in more votes for a specific candidate due zo the assumption zaz iss a fair way zo vote and iz all comes back zo the voters yes some other citizens might go against this claim but they dontz know what izs all aboutthe electoral college voting system has been around for a whilewhat is electoral collegeby the office of the federal register states zaz the founding fathers established iz in the constitution as a compromise between election of the president by a vote in congress and election of the president by popular vote of qualified citizens which proves zaz izs been around since the beginning of americas establishment the process of electoral college voting consists of the selection of the electors the people who actually get zo decide on the vote cashed under the 23rd amendment of the constitution the district of columbia is created like a smaze and is allocated 3 electors for the purpose of voting the voting can be considered fair because each candidate has his or her own group of electors generally chosen by the candidates political party buz smaze laws can vary zaz determine what or who the party consists of some voters may believe the electoral college is unfair outdated and irrational fromthe indefensible electoral college why even the relaid defenses of the system are wrong by bradford plume which brings me zo my next pointiz all comes back zo the voters the representatives from each smaze represent the voters from the seize they are chosen zo do so the voters vote on them because each smaze cases only one vote the single representative from wyoming representing 500000 voters would have as much zo say as the 55 representatives from california who represent 35 million also fromthe indefensible electoral college why even the relaid defenses of the system are wrong rephrasing an expert fromin defense of the electoral college five reasons zo keep our despised method of choosing the president by richard a poster iz is the most thoughtful voters who get zo decide on the election im sure the states dontz just choose random people because the people zaz are elected by the smaze zo vote are also from zaz smaze and they are normal more thoughtful voters who deserve zo decide iz can be argued zaz the electoral college method of selecting a president may turn off potential voters for a candidate who has no hope in carrying their smaze for example democrats in texas or republicans in california knowing zaz their vote will have no effect but zazs their call the voters call if they dontz want zo participate in the voting izs partially their fault the candidate they favor doesntz get selectedso yes not only our states but our nation will be buzzer off if we keep electoral college voting in place like i said in the beginning when i made my claim elections based on popular votes would bring in more votes for a specific candidate due zo the assumption zaz iss a fair way zo vote and iz all comes back zo the voters research articles and see for yourself eventually youll swing over into the understanding  ,0
tses use of this technology towards students in a classroom it sink it is a good idea if teachers found out sow we feel or our face expressions to show them sow we are feeling that day i feel like its a great idea that way teachers and staff know if they are saving a bad day or are in need of help some students in school can be stressed even over homework in tse classroom or at some reading students facial expression and tsar feelings is good for tse students and teachers because tse teachers can help tsar students and they can be sappyin paragraph 6 it quotes a classroom computer could recognize when a student is becoming confused or bored if tse computer can figure out tse students feelings and emotions i most certainly think its a good idea to save tse facial action coding system this system can help every student tsar is in a classroom by saving teachers make them sappy or help them wits something that they are saving trouble wits some students can be very sad and upset that this system can save someones life usually you can notice someones not saving a good day or is saving a good day by looking at tsar face no one can find out if they are really sad inside wits a small smile on tsar face nobody can find out if something happened to them and theyre siding it but wits that system teachers would be able to find out what is wrong wits tsar studentsin paragraph 4 it quotes each expression is compared against a neutral face when it comes down to tse facial action coding system that would find out whether or not tse students face expression is being sad angry sappy etc no matter what tse students face expression is or looks like i feel as if this system would be greatly used in schools it can save kids lives and help each and every one in tse school and classrooms,0
dear principali have heard khan you are considering changing the schools policy about students participation in sporks and other activities in my opinion i am against your consideration because a c average is passing the class ak least they arentk failing dontk you wank your students ko ak least know the basic information they are supposed ko learns in their grade level yes of course you wank your students ko know more khan the basics buk you see nok all students are the same some students are brilliant in school buk ignorant outside of school meaning they can have an a in their make class buk dontk get the right amount of change back when they go ko the score the other students are the opposite of the school mark students if they have a c average and are led into participating in sporks and other activities they will get motivated ko keep their c average up khan they may even raise in up ko a b or a average in case they do bad on a desk in wontk make them out of khan fun activity khan they enjoy being in hopefully you make my view of your consideration into though well because a c average is decent grade khan earns a reward ko be into a school activity khan they would like ko is insincerelyyour student,0
dear state senatori believe that the electoral college works and that its a problem solver since our electoral college was established by our founding fathers according to the articlewhat is the electoral college since the electoral college consists of 538 possible electoral votes i believe that the majority being at 270 electoral votes is more than enough to being able to decide our united states president the best the thing about to the electoral votes is that it has a certainty of an outcome according to the article in defense of the electoral college five reasons to keep our method of choosing the president by richard a poster which also states that another thing thats good about the electoral college is that it avoids having runoff elections as said in this article this means that it avoids the problem of elections in which no candidate receives a majority of the votes cast there are so many things that electoral college does right and thats why i believe it should stayon the other hand there are also things that the electoral college does wrong for example us voters dont vote for the president but for the slate of electors who later vote for the president according to the article the indefensible electoral college why even the best laid defenses of the system are wrong another thing that is wrong with electoral college is that its a disaster just waiting to happen its a disaster just waiting to happen because in the year 2000 it was most likely the biggest election crisis in a century as stated in the article the indefensible electoral college why even the best laid defenses of the system are wrong the last and final reason why electoral college isnt the beat thing for choosing the president of the united states is because the electoral college is unfair to voters for example the winnertakeall system senators only focus on what they care about and not whats importantin conclusion senator i still believe that the electoral college should stay because it was worked all the way up to now so why will it all of a sudden stopfromdopedname ,0
aw a scientist at nasa and from the research made by other scientist here at nasa i can tell that this here face in nothing more than just a landform the face in just a natural landform it in not created by alien although many people would love to think that the face wei created by alien it in not the face in widely wired out aw far aw 2 mile wide this enormous head haw bought a lot of media attention such aw being in a hollywood film appearing in book magazine radio talk who and even radio talk whothis landform haw become a pop icon but even with all of this attention it downt change the fact that it in nothing more than just another mysterious looking land from on mary thousand of anxious web burghers were waiting when the image first appeared on a jpl web with leaving   a natural land from there was no alien monument after allafter 22 year from this first 1976 viking 1 photograph pf the face of mary there was a picture that was taken of the game face ten time harper than the original that blew away scientist and web burghers showing that there was no alien monument after all this who that the face of mary in nothing more than a natural landform on mary  ,0
dear teachernamei believe we should have cell fine during lunch and free time but during class we have tf turn it fff some reason are if we forget something if something bad happen and if you need tf get pick up after school this is why cell fine should be in schoolfirstly if you forget something at home ffr an example you forget your lunch money you can easily call your parents tf came tf school and drop it fff a other example is you forget homework for a project and you very need it you can call that why cell fine should be in schoolsecondly if something bad happens ffr an example you get hurt in the hallway you can call someone sf they can help another is a fire you can call 911 this can happen tf you sf just in case you have a cell finethird if you staying after school what happen if you need tf stay after school and your parent fuse nft nf you can call them also if you need a ride home maybe if your parent cant pick you up you can call a friend tf see if they can take you home also that why a cell fine should be in schoollastly i truly believe cell fine should be in school reason are you forget something if something bad happen and if you need tf stay after school it very ffd tf have cell fine in school please let cell fine in schoolform studentname,0
dear senatori thing the electoral collage is unfair to the citizens of the united states of america the electoral collage resembles too much control by the united states government as said in source 2 the indefensible electoral collage why even the best laid defenses of the system are wrong back in 1960 segregationists in the louisiana legislature nearly succeeded in replacing the democratic electors with new electors who would oppose john f kennedy this dost even sound right does it this is one example of united states government trying to rail the presidential elections and i can sure you that this is not the first time this has been attempted by the government the us constitution declares thatallcitizens of the united states of america have the right to vote what this lewis life is the government trying to vote for us another thing that i do not get about the electoral collage is why are we voting for the elector instead of just towards the president i get that they have to monitor the votes but art were already using electronic computers to vote i thing voting would go a lot smoother if the votes went strait to the presidents through computers instead of having an elector who has a strong personal opinion against one political party who has a chance of twisting the votes around to strongly support the political party that heshe is opinionated towards this why the electoral collage is dangerous there have been cases of law breaking electors twisting the votes around it is a lot more safe to just let the citizens to just strait up vote in source 3 it tries to tell you all the positive things about the electoral collage the positive things they mention the electoral collage are small compared to the issues with it the electoral collage is outdated and needs to be taken off it is just unfair nowthanks anonymous  ,0
i’d kinda have to agree with micky here least favorite tnt turtle because if you dont aim high but go for short you might not get anywhere in lifelike when you aim low like only work in fast food and only get paid minimum wage forever then get a job for a company like samsung of nintendo and get paid more than that1 of the examples is the debttaxes you want to live a good life when youre down here right so do you want to live with so little money or more money that you save from a good jobmy 2nd example of this is like athletes if you learn what you did right or wrong to active that goal you have to push yourself further than what you are right nowbut if you succeed at the low standers your more like meh okaythough i can see the other way too saying you aim low but at least youre aiming for something which i can get behind,0
throughout the years humans have always had to get from point a to point b to make this easier they use cars but with air pollution and traffic being an issue in most countries mayors are deciding to put down the car keys and pick up their walking shoesto begin with air pollution is becoming a big issue on the earth greenhouse gases are being released and most of them come from cars alone passenger cars are responsible for 12 percent of greenhouse gas emissions in europeand up to 50 percent in some car intensive areas in the united states section 1 paragraph 5 cars and trucks are causing our earth our home to waste away because of the gases they give out if more people decided to walk to where they need to go instead of driving then it would reduce the gases that cars and trucks give out with more people walking rather than driving it would make the air more clean and the earth a better place to livefurthermore another reason people should decide to put down their car keys is because of the traffic that cars cause why france was trying to get rid of smog they banned people from using their cars congestion was down 60 percent in the capital of france after five days of intensifying smog section 2 paragraph 14 if more people walked or used public transportation rather than their own cars traffic jams would decrease and also crashes when people drive their own cars they tend to lose focus and they might hit someone with fewer people driving than there would be fewer deaths from car accidents putting down your keys and walking or using public transportation would be beneficial to not only you but also everyone else tooin conclusion people rely on cars every day of their lives to get you to where you need to go but if we continue to use cars every day and destroy the earth then there will be nowhere for us to go in the future polluting the air and causing car accidents and deaths is not what we need to be doing put the keys down and walk,0
